"journal_title","title"
"Applied Psychophysiology Biofeedback",6
"Applied Psychology: Health and Well-Being",212
"Applied Psychology",16
"Applied Physics Letters",73
"Applied Physics A: Materials Science and Processing",20
"Applied Organometallic Chemistry",6
"Applied Nursing Research",654
"Applied Network Science",156
"Applied Nanoscience (Switzerland)",44
"Applied Microbiology and Biotechnology",4925
"Applied Mathematics and Computation",19
"Applied Mathematical Modelling",24
"Applied Mathematical Finance",2
"Applied Materials Today",4
"Applied Magnetic Resonance",10
"Applied Intelligence",2
"Applied Immunohistochemistry and Molecular Morphology",71
"Applied Ergonomics",1497
"Applied Entomology and Zoology",9
"Applied Economic Perspectives and Policy",21
"Applied Composite Materials",1
"Applied Cognitive Psychology",34
"Applied Clinical Informatics",146
"Applied Categorical Structures",1
"Applied Catalysis B: Environmental",2
"Applied Bionics and Biomechanics",718
"Applied Biological Chemistry",7
"Applied Biochemistry and Microbiology",6
"Applied Acoustics",6
"Applications in Plant Sciences",480
"Application of Clinical Genetics",80
"Applicable Analysis",2
"Appetite",2772
"Apidologie",8
"Aphasiology",1
"Antonie van Leeuwenhoek",1097
"Antiviral Research",1299
"Antipode",7
"Antioxidants",6412
"Antimicrobial Resistance and Infection Control",1018
"Antimicrobial Agents and Chemotherapy",3539
"Anticancer Research",47
"Antibody Therapeutics",80
"Antibodies",314
"Antibiotics",4440
"Anti-Inflammatory and Anti-Allergy Agents in Medicinal Chemistry",3
"Anti-Cancer Agents in Medicinal Chemistry",95
"Anthropology and Humanism",4
"Anthropologischer Anzeiger",132
"Annual Reviews in Control",26
"Annals of the Rheumatic Diseases",1388
"Annals of the New York Academy of Sciences",1158
"Annals of the Institute of Statistical Mathematics",1
"Annals of palliative medicine",1292
"Annals of Work Exposures and Health",29
"Annals of Vascular Surgery",3286
"Annals of Thoracic Surgery",4205
"Annals of Thoracic Medicine",87
"Annals of Surgical Treatment and Research",554
"Annals of Surgical Oncology",1694
"Annals of Surgery",1
"Annals of Rehabilitation Medicine",572
"Annals of Regional Science",34
"Annals of Physical and Rehabilitation Medicine",425
"Annals of Pediatric Surgery",12
"Annals of Pediatric Endocrinology and Metabolism",246
"Annals of Pediatric Cardiology",125
"Annals of PDE",6
"Annals of Operations Research",10
"Annals of Oncology",498
"Annals of Occupational and Environmental Medicine",290
"Annals of Nutrition and Metabolism",380
"Annals of Nuclear Medicine",683
"Annals of Noninvasive Electrocardiology",395
"Annals of Neurosciences",118
"Annals of Neurology",1195
"Annals of Microbiology",4
"Annals of Medicine and Surgery",2091
"Annals of Maxillofacial Surgery",109
"Annals of Laboratory Medicine",19
"Annals of Intensive Care",853
"Annals of Human Genetics",260
"Annals of Hepatology",374
"Annals of Hepato-Biliary-Pancreatic Surgery",134
"Annals of Hematology",1565
"Annals of Global Health",76
"Annals of Global Analysis and Geometry",8
"Annals of Geriatric Medicine and Research",156
"Annals of General Psychiatry",291
"Annals of Gastroenterology",614
"Annals of Gastroenterological Surgery",415
"Annals of Forest Science",4
"Annals of Family Medicine",30
"Annals of Epidemiology",897
"Annals of Emergency Medicine",683
"Annals of Dyslexia",131
"Annals of Diagnostic Pathology",518
"Annals of Dermatology",787
"Annals of Combinatorics",2
"Annals of Coloproctology",393
"Annals of Clinical and Translational Neurology",1127
"Annals of Clinical Microbiology and Antimicrobials",412
"Annals of Botany",156
"Annals of Biomedical Engineering",1423
"Annals of Applied Biology",8
"Annals of Allergy, Asthma and Immunology",1336
"Annali di Matematica Pura ed Applicata",10
"Annales des Telecommunications/Annals of Telecommunications",5
"Annales de Chirurgie Plastique et Esthetique",354
"Annales de Cardiologie et d'Angeiologie",319
"Annales Henri Poincare",20
"Animals",10575
"Animal Science Journal",665
"Animal Reproduction Science",1323
"Animal Reproduction",104
"Animal Nutrition",594
"Animal Genetics",90
"Animal Conservation",2
"Animal Cognition",736
"Animal Cells and Systems",142
"Animal Bioscience",471
"Animal",581
"Angiogenesis",306
"Angewandte Chemie - International Edition",118
"Anesthesiology and Pain Medicine",449
"Anesthesiology Research and Practice",176
"Anesthesia Reports",1
"Anemia",81
"Andrology",961
"Andrologia",1319
"Andes Pediatrica",39
"Anatomy and Cell Biology",207
"Anatomical Sciences Education",439
"Anatomical Science International",354
"Anatomical Record",1326
"Analytical and Bioanalytical Chemistry",4733
"Analytical Sciences",205
"Analytical Methods",5
"Analytical Letters",2
"Analytical Cellular Pathology",302
"Analytical Biochemistry",2004
"Analytica Chimica Acta: X",26
"Analytica Chimica Acta",5541
"Analysis and Mathematical Physics",4
"Analyses of Social Issues and Public Policy",11
"Analog Integrated Circuits and Signal Processing",3
"Anales del Sistema Sanitario de Navarra",31
"Anales de Pediatria",128
"Anais da Academia Brasileira de Ciencias",1836
"Anais Brasileiros de Dermatologia",460
"Anaesthesiology Intensive Therapy",99
"Anaesthesia, critical care &amp; pain medicine",360
"Anaesthesia",19
"Anaerobe",849
"Ampersand",1
"Amino Acids",1004
"American journal of obstetrics &amp; gynecology MFM",519
"American Statistician",1
"American Political Science Review",1
"American Journal on Addictions",395
"American Journal of Tropical Medicine and Hygiene",1528
"American Journal of Transplantation",1977
"American Journal of Surgery",2586
"American Journal of Reproductive Immunology",788
"American Journal of Primatology",691
"American Journal of Preventive Medicine",1565
"American Journal of Political Science",1
"American Journal of Physiology - Regulatory Integrative and Comparative Physiology",389
"American Journal of Physiology - Lung Cellular and Molecular Physiology",347
"American Journal of Physiology - Heart and Circulatory Physiology",479
"American Journal of Physiology - Gastrointestinal and Liver Physiology",301
"American Journal of Physiology - Endocrinology and Metabolism",257
"American Journal of Physiology - Cell Physiology",238
"American Journal of Physical Anthropology",953
"American Journal of Pharmaceutical Education",340
"American Journal of Pathology",1309
"American Journal of Otolaryngology - Head and Neck Medicine and Surgery",1165
"American Journal of Orthodontics and Dentofacial Orthopedics",486
"American Journal of Ophthalmology Case Reports",155
"American Journal of Ophthalmology",2129
"American Journal of Obstetrics and Gynecology",2268
"American Journal of Nephrology",634
"American Journal of Medicine",1420
"American Journal of Medical Genetics, Part C: Seminars in Medical Genetics",304
"American Journal of Medical Genetics, Part B: Neuropsychiatric Genetics",344
"American Journal of Medical Genetics, Part A",1849
"American Journal of Lifestyle Medicine",141
"American Journal of Kidney Diseases",1050
"American Journal of Infection Control",2009
"American Journal of Industrial Medicine",347
"American Journal of Hypertension",77
"American Journal of Human Genetics",949
"American Journal of Human Biology",825
"American Journal of Hematology",954
"American Journal of Health Promotion",14
"American Journal of Health Education",1
"American Journal of Geriatric Psychiatry",715
"American Journal of Gastroenterology",714
"American Journal of Epidemiology",259
"American Journal of Emergency Medicine",3036
"American Journal of Dermatopathology",5
"American Journal of Criminal Justice",40
"American Journal of Community Psychology",81
"American Journal of Clinical Pathology",15
"American Journal of Clinical Nutrition",574
"American Journal of Cardiology",3758
"American Journal of Botany",830
"American Journal of Agricultural Economics",1
"American Heart Journal",1210
"American Anthropologist",7
"Ambio",839
"Alzheimer's and Dementia: Translational Research and Clinical Interventions",310
"Alzheimer's and Dementia: Diagnosis, Assessment and Disease Monitoring",310
"Alzheimer's and Dementia",1063
"Alzheimer Disease and Associated Disorders",56
"Altex",179
"Alter",3
"Alpine Botany",3
"Allergy: European Journal of Allergy and Clinical Immunology",809
"Allergy, Asthma and Clinical Immunology",496
"Allergy and Rhinology",4
"Allergology International",364
"Allergologia et Immunopathologia",642
"Allergo Journal International",45
"Alimentary Pharmacology and Therapeutics",1510
"Algorithms for Molecular Biology",152
"Algorithms",1
"Algorithmica",40
"Algal Research",1
"Alcoholism: Clinical and Experimental Research",1508
"Alcohol and Alcoholism",82
"Al-Masaq: Islam and the Medieval Mediterranean",1
"Air Quality, Atmosphere and Health",121
"Air Medical Journal",404
"Agronomy Journal",5
"Agronomy",4
"Agroforestry Systems",2
"Agriculture and Human Values",3
"Agriculture and Food Security",19
"Agricultural and Forest Entomology",2
"Agricultural and Food Economics",8
"Agricultural Systems",14
"Agricultural Economics (United Kingdom)",14
"Agribusiness",10
"Aging clinical and experimental research",1603
"Aging and Disease",708
"Aging Medicine",120
"Aging Cell",773
"Aging",4076
"Aggressive Behavior",363
"Aggression and Violent Behavior",1
"Ageing Research Reviews",886
"Age and Ageing",109
"African Journal of Urology",15
"African Journal of Primary Health Care and Family Medicine",567
"African Journal of Laboratory Medicine",244
"African Journal of Infectious Diseases",95
"African Journal of Emergency Medicine",358
"African Journal of Ecology",3
"African Journal of Disability",204
"African Development Review",11
"Aesthetic Surgery Journal",64
"Aesthetic Plastic Surgery",1500
"Aerosol Science and Technology",3
"Aerobiologia",39
"Aequationes Mathematicae",3
"Aeolian Research",1
"Advances in Wound Care",80
"Advances in Virology",71
"Advances in Urology",114
"Advances in Therapy",784
"Advances in Space Research",3
"Advances in Rheumatology",258
"Advances in Respiratory Medicine",141
"Advances in Radiation Oncology",738
"Advances in Pharmacological and Pharmaceutical Sciences",117
"Advances in Oto-Rhino-Laryngology",16
"Advances in Orthopedics",191
"Advances in Nutrition",6
"Advances in Medical Sciences",367
"Advances in Medical Education and Practice",572
"Advances in Manufacturing",4
"Advances in Integrative Medicine",7
"Advances in Health Sciences Education",463
"Advances in Engineering Software",4
"Advances in Difference Equations",108
"Advances in Data Analysis and Classification",8
"Advances in Continuous and Discrete Models",12
"Advances in Computational Mathematics",2
"Advances in Cognitive Psychology",48
"Advances in Clinical and Experimental Medicine",48
"Advances in Chronic Kidney Disease",23
"Advances in Biological Regulation",182
"Advances in Bioinformatics",42
"Advances in Atmospheric Sciences",15
"Advances and Applications in Bioinformatics and Chemistry",21
"Advanced healthcare materials",26
"Advanced Structural and Chemical Imaging",37
"Advanced Science",70
"Advanced Pharmaceutical Bulletin",514
"Advanced Nonlinear Studies",2
"Advanced Modeling and Simulation in Engineering Sciences",9
"Advanced Materials",271
"Advanced Functional Materials",16
"Advanced Fiber Materials",4
"Advanced Drug Delivery Reviews",1251
"Advanced Biology",4
"Adsorption",9
"Administration and Policy in Mental Health and Mental Health Services Research",13
"Adipocyte",25
"Addictive Behaviors Reports",381
"Addiction science &amp; clinical practice",264
"Addiction Biology",713
"Addiction",1707
"Adaptive Human Behavior and Physiology",13
"Adapted Physical Activity Quarterly",109
"Ad Hoc Networks",1
"Acute and Critical Care",214
"Acupuncture in Medicine",7
"Activitas Nervosa Superior",1
"Action Learning: Research and Practice",1
"Actas Urologicas Espanolas",125
"Actas Dermo-Sifiliograficas",435
"Acta neuropathologica communications",772
"Acta crystallographica. Section C, Structural chemistry",1051
"Acta Veterinaria Scandinavica",444
"Acta Veterinaria Hungarica",150
"Acta Tropica",2471
"Acta Radiologica",28
"Acta Psychologica",1145
"Acta Psychiatrica Scandinavica",221
"Acta Physiologica",608
"Acta Physiologiae Plantarum",4
"Acta Pharmacologica Sinica",1340
"Acta Pharmaceutica Sinica B",1015
"Acta Parasitologica",614
"Acta Paediatrica, International Journal of Paediatrics",2139
"Acta Otorrinolaringologica Espanola",45
"Acta Otorhinolaryngologica Italica",84
"Acta Ortopedica Brasileira",81
"Acta Orthopaedica et Traumatologica Turcica",337
"Acta Ophthalmologica",1636
"Acta Oecologica",1
"Acta Obstetricia et Gynecologica Scandinavica",1132
"Acta Neuropathologica",784
"Acta Neurologica Scandinavica",605
"Acta Neurologica Belgica",969
"Acta Neurochirurgica",2226
"Acta Myologica",23
"Acta Microbiologica et Immunologica Hungarica",127
"Acta Medica Portuguesa",825
"Acta Medica Lituanica",27
"Acta Mechanica Solida Sinica",1
"Acta Mechanica Sinica/Lixue Xuebao",4
"Acta Mechanica",2
"Acta Mathematica Sinica, English Series",1
"Acta Informatica Medica",56
"Acta Informatica",8
"Acta Histochemica et Cytochemica",122
"Acta Histochemica",703
"Acta Haematologica Polonica",1
"Acta Haematologica",393
"Acta Geotechnica",4
"Acta Ethologica",11
"Acta Diabetologica",1014
"Acta Cytologica",364
"Acta Crystallographica Section F:Structural Biology Communications",638
"Acta Crystallographica Section D: Structural Biology",812
"Acta Crystallographica Section B: Structural Science, Crystal Engineering and Materials",542
"Acta Crystallographica Section A: Foundations and Advances",396
"Acta Chimica Slovenica",106
"Acta Biotheoretica",149
"Acta Biomaterialia",4182
"Acta Biochimica et Biophysica Sinica",109
"Acta Biochimica Polonica",288
"Acta Applicandae Mathematicae",3
"Acta Analytica",4
"Acta Anaesthesiologica Scandinavica",1000
"Acoustical Physics",1
"Accreditation and Quality Assurance",4
"Accident Analysis and Prevention",2326
"Academic Radiology",1744
"Academic Psychiatry",724
"Academic Pediatrics",1161
"Academic Pathology",317
"Academic Forensic Pathology",112
"Academic Emergency Medicine",932
"AWWA Water Science",5
"AStA Advances in Statistical Analysis",10
"ASN Neuro",23
"APMIS",357
"APL Photonics",6
"APL Materials",8
"APL Bioengineering",229
"AORTA",26
"ANZ Journal of Surgery",2959
"AMHA - Acta Medico-Historica Adriatica",19
"AMB Express",1063
"AJP Reports",84
"AJOG Global Reports",12
"AJOB Neuroscience",1
"AIMS Public Health",339
"AIMS Microbiology",203
"AIDS and Behavior",1
"AIDS Research and Treatment",114
"AIDS Research and Therapy",395
"AICHE Journal",11
"AI and Society",76
"AEU - International Journal of Electronics and Communications",3
"AEM Education and Training",504
"ADMET and DMPK",1
"ADHD Attention Deficit and Hyperactivity Disorders",104
"ACS Photonics",10
"ACS Omega",15839
"ACS Nanoscience Au",8
"ACS Medicinal Chemistry Letters",576
"ACS Materials Letters",9
"ACS Materials Au",6
"ACS Macro Letters",41
"ACS Food Science and Technology",4
"ACS Environmental Au",5
"ACS ES and T Water",16
"ACS Biomaterials Science and Engineering",11
"ACS Bio and Med Chem Au",9
